[1, 0, 0]	17.519291696330246
[1, 0, 3]	16.626480239594823
[1, 0, 6]	15.44823421897282
[1, 1, 2]	16.55492861952621
[1, 1, 5]	14.981404492508563
[1, 10, 1]	15.127706071055114
[1, 10, 4]	15.164584937260672
[1, 11, 0]	14.480895520162157
[1, 11, 3]	15.248743102814249
[1, 11, 6]	13.477203683198983
[1, 12, 2]	15.195805597340291
[1, 12, 5]	13.17964793309867
[1, 13, 1]	15.129944553176106
[1, 13, 4]	15.731715024471264
[1, 14, 0]	15.17123758065054
[1, 14, 3]	16.288452460943006
[1, 14, 6]	15.353656693544734
[1, 15, 2]	15.808623447320434
[1, 15, 5]	14.286627006407732
[1, 16, 1]	16.79477246941084
[1, 16, 4]	17.140632285850383
[1, 17, 0]	15.603011225898907
[1, 17, 3]	16.493862512031395
[1, 17, 6]	15.842124390133883
[1, 18, 2]	15.838856512260497
[1, 18, 5]	13.799004771741297
[1, 19, 1]	15.184492458519966
[1, 19, 4]	15.181602676051245
[1, 2, 1]	16.653553023303136
[1, 2, 4]	15.440661491541219
[1, 20, 0]	15.381471427086986
[1, 20, 3]	15.787915693741633
[1, 20, 6]	16.05652368409678
[1, 21, 2]	15.75965917212238
[1, 21, 5]	14.782438900603976
[1, 22, 1]	16.13572880016946
[1, 22, 4]	15.62656435800056
[1, 23, 0]	17.64719986594598
[1, 23, 3]	16.713724633164848
[1, 23, 6]	17.937987911386074
[1, 3, 0]	18.7976142942689
[1, 3, 3]	17.382108248058906
[1, 3, 6]	16.042656562921923
[1, 4, 2]	19.310694200352604
[1, 4, 5]	16.99999958379708
[1, 5, 1]	18.400929206212094
[1, 5, 4]	20.039551492738905
[1, 6, 0]	16.266336098291532
[1, 6, 3]	14.47549190956348
[1, 6, 6]	19.54508136254779
[1, 7, 2]	14.02216718071056
[1, 7, 5]	15.439742067086193
[1, 8, 1]	14.314401389019036
[1, 8, 4]	14.534665978680467
[1, 9, 0]	14.765277183661
[1, 9, 3]	23.709058874286395
[1, 9, 6]	13.630402302883965
[2, 0, 1]	17.435129216127834
[2, 0, 4]	16.750568706440365
[2, 1, 0]	15.836377001999157
[2, 1, 3]	15.593291943538407
[2, 1, 6]	15.080928222376645
[2, 10, 2]	15.584856505534193
[2, 10, 5]	13.235825072012585
[2, 11, 1]	15.137241340754445
